dataset_root,filename,path,text,label_length,orig_width,orig_height,scaled_width,source_group
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,1822_samples.png,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/1822_samples.png,"Số 171A, Đường Điện Biên, Phường Lê Lợi, Thành phố Hưng yên, Hưng Yên",69,1853,103,1727,samples:1822
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,10_0.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/10_0.jpg,Hoàng Vân Hiệp Hoà Bắc Giang,28,2041,145,1351,crop:10
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,10_1.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/10_1.jpg,Hà Trung Thanh Hoá,18,2031,139,1403,crop:10
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,10_2.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/10_2.jpg,Thanh Hương 7 Đồng Thanh Vũ Thư Thái Bình,41,2022,135,1438,crop:10
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,10_3.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/10_3.jpg,Nguyễn Văn Luông P49 Q5 Tp Hcm,30,2016,127,1524,crop:10
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,10_4.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/10_4.jpg,Tt Thanh Miện Thanh Miện Hải Dương,34,2012,117,1651,crop:10
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,10_5.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/10_5.jpg,Tdp Lam Sơn Thị Trấn Cát Thành Trực Ninh Nam Định,49,2010,116,1663,crop:10
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,10_6.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/10_6.jpg,397/54 Cmt8,11,2008,116,1662,crop:10
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,10_7.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/10_7.jpg,Thu Cúc Tân Sơn Phú Thọ,23,2008,116,1662,crop:10
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,10_8.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/10_8.jpg,Cần Thơ,7,2007,117,1647,crop:10
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,10_9.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/10_9.jpg,97/2 Đường 5 Long Thạnh Mỹ Tp Thủ Đức Hồ Chí Minh,49,2006,117,1646,crop:10
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,10_10.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/10_10.jpg,Tổ 8 Ấp Dòng Sỏi An Tây Thị Xã Bến Cát Bình Dương,49,2006,116,1660,crop:10
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,10_11.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/10_11.jpg,48a9 9da Xd Trụ Sở Khu Xa La Phúc La Hà Đông Hà Nội,51,2005,110,1750,crop:10
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,10_12.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/10_12.jpg,Tổ 6 Khu 5a Cẩm Thịnh Tp Cẩm Phả Quảng Ninh,43,2006,110,1751,crop:10
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,10_13.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/10_13.jpg,Ấp 1 Mỹ Thành Bắc Cai Lậy Tiền Giang,36,2006,112,1719,crop:10
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,10_14.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/10_14.jpg,Thôn Trung Kiên Đôn Nhân Sông Lô Vĩnh Phúc,42,2007,110,1752,crop:10
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,10_15.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/10_15.jpg,Tường Thắng B Vĩnh Thanh Phước Long Bạc Liêu,44,2007,112,1720,crop:10
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,10_16.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/10_16.jpg,Tổ Dân Phố 6 Thị Trấn Chư Sê Chư Sê Gia Lai,43,2007,111,1736,crop:10
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,10_17.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/10_17.jpg,Tân Hoà Vũ Thư Thái Bình,24,2007,112,1720,crop:10
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,10_18.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/10_18.jpg,Camp Chia,9,2008,112,1721,crop:10
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,10_19.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/10_19.jpg,Tdp Tân Mai Thị Trấn Xuân Mai Chương Mỹ Hà Nội,46,2010,112,1723,crop:10
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,10_20.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/10_20.jpg,7/7d Tổ 9 Kp4 Quyết Thắng Thành Phố Biên Hoà Đồng Nai,53,2013,115,1680,crop:10
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,10_21.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/10_21.jpg,593/94 Lê Lợi Khóm 7 Phường 8 Sa Đéc Đồng Tháp,46,2015,117,1653,crop:10
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,10_22.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/10_22.jpg,Thôn Dũng Vi Đại Phú Sơn Dương Tuyên Quang,42,2018,120,1614,crop:10
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,10_23.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/10_23.jpg,9/5 Khu Phố 7 Hiệp Thành Quận 28 Hồ Chí Minh,44,2023,125,1554,crop:10
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,10_24.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/10_24.jpg,Việt Lập Tân Yên Bắc Giang,26,2030,128,1522,crop:10
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,10_25.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/10_25.jpg,Pò Cại Tân Mỹ Văn Lãng Lạng Sơn,31,2040,125,1567,crop:10
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,10_26.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/10_26.jpg,Thôn An Đình Thống Nhất Hưng Hà Thái Bình,41,2052,125,1576,crop:10
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,100_0.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/100_0.jpg,Cấp Dẫn Cẩm Khê Phú Thọ,23,1888,150,1208,crop:100
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,100_1.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/100_1.jpg,Thuỵ Duyên Thái Thuỵ Thái Bình,30,1888,149,1216,crop:100
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,100_2.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/100_2.jpg,Xóm Thừa Tiên Yên Đồng Yên Mô Ninh Bình,39,1887,150,1208,crop:100
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,100_3.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/100_3.jpg,Tịnh Hà Sơn Tịnh Quảng Ngãi,27,1887,148,1224,crop:100
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,100_4.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/100_4.jpg,956 Ấp Ngũ Phúc Hố Nai 2 Trảng Bom Đồng Nai,43,1887,146,1241,crop:100
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,100_5.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/100_5.jpg,Thị Trấn Huyện Đô Lương Nghệ An,31,1888,145,1250,crop:100
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,100_6.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/100_6.jpg,D6 Khu Phố 1 Tam Hoà Thành Phố Biên Hoà Đồng Nai,48,1888,144,1259,crop:100
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,100_7.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/100_7.jpg,Nam Tiến Phú Xuyên Hà Nội,25,1889,144,1259,crop:100
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,100_8.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/100_8.jpg,Phương Thạnh Càng Long Trà Vinh,31,1889,144,1259,crop:100
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,100_9.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/100_9.jpg,Xã Điện An Huyện Điện Bàn Quảng Nam,35,1889,143,1268,crop:100
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,100_10.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/100_10.jpg,Nhơn Châu Quy Nhơn Bình Định,28,1889,143,1268,crop:100
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,100_11.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/100_11.jpg,547 Bắc Chan 7 Tuyên Thạnh Thị Xã Kiến Tường Long An,52,1890,137,1324,crop:100
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,100_12.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/100_12.jpg,Tdp 1 Tt Đak Pơ Đăk Pơ Gia Lai,30,1890,140,1296,crop:100
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,100_13.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/100_13.jpg,Thôn Canh Nông Điệp Nông Hưng Hà Thái Bình,42,1891,141,1287,crop:100
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,100_14.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/100_14.jpg,957 Lê Việt Thắng Phường 8 Tp Mỹ Tho Tiền Giang,47,1892,140,1297,crop:100
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,100_15.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/100_15.jpg,Mỹ Hội Cái Bè Tiền Giang,24,1893,140,1298,crop:100
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,100_16.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/100_16.jpg,S922 Tôn Thất Thuyết Phường 81 Quận 5 Hồ Chí Minh,49,1894,139,1308,crop:100
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,100_17.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/100_17.jpg,Thôn Định Phước Tam Nghĩa Núi Thành Quảng Nam,45,1895,139,1309,crop:100
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,100_18.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/100_18.jpg,Nại Hiên Đông Sơn Trà Đà Nẵng,29,1896,140,1300,crop:100
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,100_19.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/100_19.jpg,E49 Lữ Gia Phường 95 Quận 97 Tp Hồ Chí Minh,43,1896,139,1309,crop:100
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,100_20.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/100_20.jpg,Địch Lễ Nam Vân Thành Phố Nam Định Nam Định,43,1897,139,1310,crop:100
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,100_21.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/100_21.jpg,Ấp Quới An Long Bình Gò Công Tây Tiền Giang,43,1898,139,1311,crop:100
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,100_22.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/100_22.jpg,Xóm 3 Hưng Thịnh Hưng Nguyên Nghệ An,36,1898,137,1330,crop:100
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,100_23.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/100_23.jpg,Văn Hoá Tuyên Hoá Quảng Bình,28,1898,137,1330,crop:100
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,100_24.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/100_24.jpg,Tổ 26 Khu Vực 9 An Hoà Thành Phố Huế Thừa Thiên Huế,51,1900,138,1322,crop:100
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,100_25.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/100_25.jpg,81 Đường D99 Tây Thạnh Tân Phú Hồ Chí Minh,42,1901,137,1332,crop:100
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,100_26.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/100_26.jpg,Khu 8 Bảo An Tp Phan Rang Tháp Chàm Ninh Thuận,46,1902,136,1343,crop:100
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,102_0.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/102_0.jpg,Thôn Trung Thịnh Thái Thịnh Thái Thuỵ Thái Bình,47,1750,115,1461,crop:102
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,102_1.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/102_1.jpg,Đan Thượng Hạ Hoà Phú Thọ,25,1749,112,1499,crop:102
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,102_2.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/102_2.jpg,Văn Chương Đống Đa Hà Nội,25,1748,111,1512,crop:102
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,102_3.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/102_3.jpg,Tổ 54 Bồ Đề Long Biên Hà Nội,28,1748,110,1526,crop:102
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,102_4.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/102_4.jpg,Tân Hưng Thuận Quận 69 Tp Hồ Chí Minh,37,1748,109,1540,crop:102
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,102_5.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/102_5.jpg,Đản Ván Hoàng Su Phì Hà Giang,29,1748,111,1512,crop:102
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,102_6.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/102_6.jpg,Thuỷ Biều Huế Thừa Thiên Huế,28,1748,110,1526,crop:102
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,102_7.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/102_7.jpg,Ấp Cẩm Sơn Xuân Mỹ Cẩm Mỹ Đồng Nai,34,1748,112,1498,crop:102
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,102_8.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/102_8.jpg,Thăng Long Đông Hưng Thái Bình,30,1747,112,1497,crop:102
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,102_9.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/102_9.jpg,T5p Bà Triệu Liên Bảo Thành Phố Vĩnh Yên Vĩnh Phúc,50,1747,111,1511,crop:102
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,102_10.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/102_10.jpg,Thôn Trà Long Bình Trung Thăng Bình Quảng Nam,45,1746,111,1510,crop:102
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,102_11.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/102_11.jpg,Thôn Lũng Búng Tân Trào Sơn Dương Tuyên Quang,45,1745,110,1523,crop:102
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,102_12.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/102_12.jpg,Tt Trần Văn Thời Trần Văn Thời Cà Mau,37,1745,110,1523,crop:102
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,102_13.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/102_13.jpg,Hoà Khánh Nam Liên Chiểu Đà Nẵng,32,1745,109,1537,crop:102
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,102_14.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/102_14.jpg,88/31 Đinh Tiên Hoàng Tdp13 P Bình Thạnh Tp Hcm,47,1745,108,1551,crop:102
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,102_15.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/102_15.jpg,61 Đường Số 4 Thôncự Lại Đông Phú Hải Phú Vang T T Huế,54,1745,109,1537,crop:102
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,102_16.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/102_16.jpg,Quận Cẩm Lệ Thành Phố Đà Nẵng,29,1745,109,1537,crop:102
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,102_17.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/102_17.jpg,Cao Thịnh Ngọc Lặc Thanh Hoá,28,1746,110,1524,crop:102
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,102_18.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/102_18.jpg,371/14/86 Ngô Tất Tổ P33 Bình Thạnh Tp Hồ Chí Minh,50,1746,111,1510,crop:102
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,102_19.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/102_19.jpg,Đồng Ruộng Đà Bắc Hoà Bình,26,1746,111,1510,crop:102
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,102_20.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/102_20.jpg,Khu 2 Phố Mới Quế Võ Bắc Ninh,29,1746,112,1497,crop:102
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,102_21.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/102_21.jpg,68 Lê Ngọc Hân Phạm Đình Hổ Hai Bà Trưng Hà Nội,47,1746,112,1497,crop:102
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,102_22.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/102_22.jpg,Thôn Lạc Thành Nam Tây Ninh Tiền Hải Thái Bình,46,1746,112,1497,crop:102
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,102_23.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/102_23.jpg,Quảng Ngãi,10,1746,112,1497,crop:102
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,102_24.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/102_24.jpg,Tắc Vân Thành Phố Cà Mau Cà Mau,31,1746,111,1510,crop:102
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,102_25.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/102_25.jpg,Phú Thành Thành Hưng Thạch Thành Thanh Hoá,42,1746,112,1497,crop:102
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,102_26.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/102_26.jpg,Phương Trung Thanh Oai Hà Nội,29,1746,113,1483,crop:102
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,103_0.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/103_0.jpg,Khu Phố 3 Phường An Thới Tp Phú Quốc Kiên Giang,47,1753,113,1489,crop:103
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,103_1.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/103_1.jpg,56 Lô G Kdc Vt Phúthành Tân Phú Đông Sađéc Đồng Tháp,52,1752,114,1475,crop:103
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,103_2.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/103_2.jpg,Ấp Tân Trung Tân Hà Tân Châu Tây Ninh,37,1752,116,1450,crop:103
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,103_3.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/103_3.jpg,Thôn 3 Suối Rao Châu Đức Bà Rịa Vũng Tàu,40,1751,115,1462,crop:103
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,103_4.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/103_4.jpg,229 Võ Văn Kiệt P C Lãnh Q8 Tp Hồ Chí Minh,42,1750,115,1461,crop:103
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,103_5.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/103_5.jpg,Thôn Yên Ngô Việt Thống Quế Võ Bắc Ninh,39,1749,116,1447,crop:103
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,103_6.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/103_6.jpg,Ấp Bình Trung Bình Châu Xuyên Mộc Bà Rịa Vũng Tàu,49,1748,113,1485,crop:103
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,103_7.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/103_7.jpg,421 C/c Nhiêu Lộc B Phú Trung Tân Phú Hồ Chí Minh,49,1748,114,1472,crop:103
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,103_8.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/103_8.jpg,Khu Phố Số 9 Thị Trấn Hà Lam Thăng Bình Quảng Nam,49,1747,112,1497,crop:103
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,103_9.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/103_9.jpg,Thừa Thiên Huế,14,1746,111,1510,crop:103
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,103_10.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/103_10.jpg,64/12 Ngô Văn Sở An Hoà Thành Phố Rạch Giá Kiên Giang,53,1746,112,1497,crop:103
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,103_11.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/103_11.jpg,Tổ 22 An Khê Thanh Khê Đà Nẵng,30,1745,110,1523,crop:103
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,103_12.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/103_12.jpg,Thôn Trà Sơn Sông Trà Hiệp Đức Quảng Nam,40,1744,109,1536,crop:103
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,103_13.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/103_13.jpg,Xã Phú Lộc H Phù Ninh Phú Thọ,29,1744,109,1536,crop:103
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,103_14.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/103_14.jpg,Hoài Hảo Th7 Xã Hoài Nhơn Bình Định,35,1743,107,1564,crop:103
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,103_15.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/103_15.jpg,Châu Cường Huyện Quỳ Hợp Nghệ An,32,1743,109,1535,crop:103
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,103_16.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/103_16.jpg,Trường Xuân Xuân Dương Thanh Oai Hà Nội,39,1743,107,1564,crop:103
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,103_17.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/103_17.jpg,K96/1 Nguyễn Chí Thanh Thạch Thang Hải Châu Đà Nẵng,51,1743,107,1564,crop:103
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,103_18.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/103_18.jpg,Tổ 36 Hưng Thới 8 Phú Hưng Phú Tân An Giang,43,1743,108,1549,crop:103
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,103_19.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/103_19.jpg,Nga An Nga Sơn Thanh Hoá,24,1743,107,1564,crop:103
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,103_20.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/103_20.jpg,Trúc Lâm Gio Quang Gio Linh Quảng Trị,37,1743,109,1535,crop:103
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,103_21.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/103_21.jpg,5884 Phú Hào Phú Hưng Thành Phố Bến Tre Bến Tre,47,1743,109,1535,crop:103
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,103_22.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/103_22.jpg,85 Nguyễn Văn Nguyễn Kp3 Long Tâm Bà Rịa Br Vt,46,1744,109,1536,crop:103
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,103_23.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/103_23.jpg,264 U Cây Phường 48 Quận 7 Tp Hồ Chí Minh,41,1744,110,1522,crop:103
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,103_24.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/103_24.jpg,Lai Hoà Vĩnh Châu Sóc Trăng,27,1744,109,1536,crop:103
